0.15 0.15 0.15  0.62 0.04 0.04  0.62 0.04 0.04 0.62 0.04 0.04  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.15 0.15 0.15  0.04 0.62 0.04  0.04 0.62 0.04 0.04 0.62 0.04  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.15 0.15 0.15  0.04 0.04 0.62  0.04 0.04 0.62 0.04 0.04 0.62  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.62 0.04 0.04  0.15 0.04 0.04  0.62 0.04 0.04 0.62 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.62 0.04  0.04 0.15 0.04  0.04 0.62 0.04 0.04 0.62 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.62  0.04 0.04 0.15  0.04 0.04 0.62 0.04 0.04 0.62  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.15 0.04 0.04  0.62 0.04 0.04  0.15 0.15 0.15 0.62 0.15 0.15  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.04 0.15 0.04  0.04 0.62 0.04  0.15 0.15 0.15 0.15 0.62 0.15  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.04 0.04 0.15  0.04 0.04 0.62  0.15 0.15 0.15 0.15 0.15 0.62  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.15 0.04 0.04  0.62 0.04 0.04  0.62 0.15 0.15 0.15 0.15 0.15  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.04 0.15 0.04  0.04 0.62 0.04  0.15 0.62 0.15 0.15 0.15 0.15  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.04 0.04 0.15  0.04 0.04 0.62  0.15 0.15 0.62 0.15 0.15 0.15  0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.15 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.15 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.15 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.15 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.15 0.04 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.15 0.04 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.15 0.04 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.15 0.04 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.15 0.04 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.15 0.04 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.15 0.04
0.04 0.04 0.04  0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04  0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.15
